Sex,AgeClass,WeightClassKg,Equipment,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,IPFPoints,weight_bin
F,,67.3,Single-ply,88.45,38.56,90.72,338.93,60–75
F,,67.3,Single-ply,90.72,34.02,86.18,341.71,60–75
F,,75.0,Single-ply,124.74,52.16,127.01,415.26,60–75
F,,75.0,Single-ply,115.67,65.77,115.67,408.37,60–75
F,,75.0,Single-ply,104.33,52.16,127.01,406.82,60–75
F,,75.0,Single-ply,111.13,52.16,108.86,382.83,60–75
F,,75.0,Single-ply,106.59,43.09,106.59,367.05,60–75
F,,75.0,Single-ply,102.06,54.43,97.52,364.75,60–75
F,,75.0,Single-ply,81.65,31.75,106.59,330.31,60–75
F,,82.3,Single-ply,149.69,61.23,133.81,451.92,75–90
F,,82.3,Single-ply,136.08,68.04,122.47,425.77,75–90
F,,82.3,Single-ply,115.67,49.9,127.01,396.21,75–90
F,,82.3,Single-ply,106.59,45.36,117.93,374.57,75–90
F,,82.3,Single-ply,102.06,49.9,99.79,353.12,75–90
F,,82.3,Single-ply,90.72,43.09,102.06,337.18,75–90
F,,90.0,Single-ply,127.01,54.43,129.27,398.5,75–90
F,,90.0,Single-ply,113.4,49.9,108.86,362.18,75–90
F,,90.0,Single-ply,113.4,45.36,86.18,337.6,75–90
F,,100.0,Single-ply,179.17,81.65,147.42,473.4,90–105
F,,100.0,Single-ply,136.08,58.97,136.08,404.96,90–105
F,,100.0,Single-ply,113.4,70.31,142.88,406.39,90–105
F,,100.0,Single-ply,117.93,56.7,124.74,378.42,90–105
F,,100.0,Single-ply,104.33,54.43,106.59,348.19,90–105
F,,100.0,Single-ply,79.38,43.09,83.91,294.05,90–105
F,,117.7,Single-ply,147.42,58.97,142.88,419.62,105–120
F,,117.7,Single-ply,165.56,61.23,120.2,400.51,105–120
F,,117.7,Single-ply,140.61,65.77,136.08,396.33,105–120
F,,117.7,Single-ply,117.93,54.43,124.74,362.81,105–120
F,,44.2,Single-ply,29.48,20.41,43.09,224.72,<60
F,,47.8,Single-ply,68.04,38.56,88.45,352.5,<60
F,,47.8,Single-ply,70.31,31.75,79.38,339.87,<60
F,,47.8,Single-ply,65.77,38.56,68.04,330.31,<60
F,,51.9,Single-ply,86.18,38.56,95.25,377.74,<60
F,,56.0,Single-ply,117.93,61.23,131.54,474.0,<60
F,,56.0,Single-ply,102.06,54.43,111.13,428.22,<60
F,,56.0,Single-ply,102.06,38.56,102.06,391.44,<60
F,,56.0,Single-ply,74.84,43.09,104.33,369.39,<60
F,,60.1,Single-ply,106.59,65.77,122.47,438.32,60–75
F,,60.1,Single-ply,99.79,43.09,99.79,379.22,60–75
F,,60.1,Single-ply,79.38,45.36,95.25,359.24,60–75
F,,67.3,Single-ply,104.33,58.97,122.47,413.69,60–75
F,,67.3,Single-ply,83.91,36.29,88.45,330.62,60–75
F,,67.3,Single-ply,61.23,38.56,88.45,313.91,60–75
F,,75.0,Single-ply,151.95,52.16,122.47,440.98,60–75
F,,75.0,Single-ply,113.4,56.7,131.54,420.86,60–75
F,,75.0,Single-ply,106.59,61.23,111.13,394.74,60–75
F,,75.0,Single-ply,86.18,47.63,111.13,361.83,60–75
F,,75.0,Single-ply,86.18,56.7,90.72,343.48,60–75
F,,75.0,Single-ply,90.72,38.56,77.11,316.0,60–75
F,,82.3,Single-ply,149.69,61.23,136.08,447.21,75–90
F,18-19,82.3,Single-ply,97.52,56.7,102.06,356.94,75–90
F,,82.3,Single-ply,90.72,47.63,92.99,335.43,75–90
F,,82.3,Single-ply,83.91,45.36,68.04,301.16,75–90
F,,90.0,Single-ply,131.54,52.16,124.74,398.2,75–90
F,,100.0,Single-ply,90.72,43.09,113.4,336.81,90–105
F,,117.7,Single-ply,136.08,61.23,131.54,386.64,105–120
F,,117.7,Single-ply,104.33,63.5,127.01,370.65,105–120
F,,117.7,Single-ply,88.45,47.63,115.67,323.89,105–120
F,,117.7,Single-ply,90.72,47.63,97.52,311.71,105–120
F,18-19,117.7,Single-ply,61.23,43.09,92.99,275.9,105–120
F,,117.7,Single-ply,43.09,31.75,72.57,240.37,105–120
F,,44.2,Single-ply,102.06,45.36,97.52,434.37,<60
F,,44.2,Single-ply,70.31,36.29,70.31,349.08,<60
F,,47.8,Single-ply,95.25,40.82,95.25,403.07,<60
F,,47.8,Single-ply,92.99,47.63,83.91,400.87,<60
F,,47.8,Single-ply,92.99,36.29,92.99,397.81,<60
F,,47.8,Single-ply,83.91,31.75,90.72,374.82,<60
F,,51.9,Single-ply,99.79,49.9,108.86,429.91,<60
F,,51.9,Single-ply,115.67,43.09,81.65,404.65,<60
F,,51.9,Single-ply,79.38,54.43,88.45,381.72,<60
F,13-15,51.9,Single-ply,77.11,34.02,68.04,327.23,<60
F,,51.9,Single-ply,56.7,27.22,61.23,283.54,<60
F,,56.0,Single-ply,111.13,56.7,108.86,438.97,<60
F,,56.0,Single-ply,108.86,61.23,97.52,429.45,<60
F,,56.0,Single-ply,92.99,43.09,102.06,394.15,<60
F,,56.0,Single-ply,97.52,40.82,95.25,380.89,<60
F,,56.0,Single-ply,83.91,43.09,95.25,368.27,<60
F,,56.0,Single-ply,86.18,38.56,61.23,323.26,<60
F,,60.1,Single-ply,120.2,47.63,111.13,421.52,60–75
F,,60.1,Single-ply,108.86,47.63,102.06,404.3,60–75
F,,60.1,Single-ply,104.33,43.09,92.99,380.78,60–75
F,,60.1,Single-ply,92.99,40.82,106.59,376.45,60–75
F,,60.1,Single-ply,90.72,52.16,95.25,381.43,60–75
F,,60.1,Single-ply,104.33,43.09,90.72,379.45,60–75
F,,60.1,Single-ply,99.79,36.29,97.52,369.72,60–75
F,,60.1,Single-ply,72.57,40.82,90.72,337.32,60–75
F,,67.3,Single-ply,136.08,52.16,138.35,464.44,60–75
F,,67.3,Single-ply,117.93,47.63,113.4,403.87,60–75
F,,67.3,Single-ply,102.06,47.63,102.06,378.81,60–75
F,,67.3,Single-ply,102.06,40.82,90.72,362.33,60–75
F,,67.3,Single-ply,92.99,43.09,97.52,357.18,60–75
F,,67.3,Single-ply,95.25,47.63,90.72,355.61,60–75
F,,67.3,Single-ply,92.99,49.9,83.91,357.77,60–75
F,,67.3,Single-ply,81.65,45.36,90.72,346.81,60–75
F,,67.3,Single-ply,90.72,40.82,83.91,335.95,60–75
F,,67.3,Single-ply,77.11,38.56,74.84,318.17,60–75
F,,75.0,Single-ply,145.15,58.97,140.61,464.03,60–75
F,,75.0,Single-ply,133.81,58.97,136.08,441.23,60–75
F,,75.0,Single-ply,120.2,65.77,106.59,417.42,60–75
F,,75.0,Single-ply,97.52,52.16,99.79,362.63,60–75
F,,75.0,Single-ply,102.06,36.29,99.79,348.69,60–75
F,,82.3,Single-ply,142.88,65.77,140.61,454.45,75–90
F,,82.3,Single-ply,133.81,68.04,136.08,443.03,75–90
F,,82.3,Single-ply,115.67,47.63,97.52,366.51,75–90
F,,82.3,Single-ply,95.25,43.09,99.79,344.28,75–90
F,,90.0,Single-ply,172.37,81.65,149.69,486.64,75–90
F,,90.0,Single-ply,127.01,63.5,102.06,384.3,75–90
F,,100.0,Single-ply,158.76,68.04,142.88,445.68,90–105
F,,100.0,Single-ply,122.47,56.7,117.93,380.62,90–105
F,,100.0,Single-ply,88.45,43.09,99.79,323.09,90–105
F,,117.7,Single-ply,170.1,70.31,131.54,429.38,105–120
F,,117.7,Single-ply,138.35,63.5,131.54,405.07,105–120
F,,44.2,Single-ply,102.06,54.43,106.59,455.76,<60
F,,44.2,Single-ply,99.79,47.63,97.52,448.3,<60
F,,44.2,Single-ply,79.38,38.56,83.91,387.47,<60
F,18-19,47.8,Single-ply,124.74,63.5,131.54,514.1,<60
F,,47.8,Single-ply,92.99,49.9,102.06,419.9,<60
F,,47.8,Single-ply,81.65,36.29,83.91,363.25,<60
F,,47.8,Single-ply,70.31,38.56,70.31,333.86,<60
F,,47.8,Single-ply,58.97,31.75,47.63,278.88,<60
F,,51.9,Single-ply,115.67,70.31,111.13,466.9,<60
F,,51.9,Single-ply,124.74,52.16,115.67,467.29,<60
F,,51.9,Single-ply,104.33,49.9,108.86,430.37,<60
F,,51.9,Single-ply,102.06,43.09,102.06,406.97,<60
F,,51.9,Single-ply,97.52,43.09,95.25,397.73,<60
F,,51.9,Single-ply,88.45,45.36,95.25,392.91,<60
F,,51.9,Single-ply,68.04,43.09,86.18,345.75,<60
F,,51.9,Single-ply,81.65,27.22,79.38,334.51,<60
F,,51.9,Single-ply,79.38,29.48,79.38,333.27,<60
F,,51.9,Single-ply,61.23,38.56,83.91,333.84,<60
F,,51.9,Single-ply,70.31,36.29,63.5,312.44,<60
F,,51.9,Single-ply,47.63,24.95,77.11,287.43,<60
F,,56.0,Single-ply,104.33,49.9,115.67,423.83,<60
F,,56.0,Single-ply,111.13,52.16,90.72,401.92,<60
F,,56.0,Single-ply,92.99,45.36,113.4,400.96,<60
F,,56.0,Single-ply,86.18,40.82,92.99,362.94,<60
F,,56.0,Single-ply,70.31,49.9,90.72,355.98,<60
F,,60.1,Single-ply,124.74,65.77,97.52,430.1,60–75
F,,60.1,Single-ply,117.93,58.97,102.06,424.22,60–75
F,,60.1,Single-ply,111.13,47.63,108.86,407.71,60–75
F,,60.1,Single-ply,95.25,65.77,102.06,404.58,60–75
F,,60.1,Single-ply,124.74,43.09,90.72,399.85,60–75
F,,60.1,Single-ply,106.59,47.63,88.45,384.7,60–75
F,,60.1,Single-ply,83.91,31.75,88.45,335.88,60–75
F,,60.1,Single-ply,63.5,31.75,95.25,321.05,60–75
F,,67.3,Single-ply,151.95,61.23,133.81,479.42,60–75
F,,67.3,Single-ply,122.47,72.57,129.27,459.71,60–75
F,,67.3,Single-ply,131.54,61.23,122.47,456.68,60–75
F,,67.3,Single-ply,122.47,54.43,117.93,422.86,60–75
F,,67.3,Single-ply,102.06,49.9,106.59,382.26,60–75
F,,67.3,Single-ply,97.52,58.97,92.99,371.75,60–75
F,,67.3,Single-ply,92.99,56.7,92.99,366.94,60–75
F,,67.3,Single-ply,102.06,45.36,90.72,368.57,60–75
F,,67.3,Single-ply,92.99,56.7,88.45,359.68,60–75
F,,67.3,Single-ply,97.52,49.9,83.91,352.43,60–75
F,,67.3,Single-ply,72.57,40.82,88.45,331.99,60–75
F,,67.3,Single-ply,90.72,24.95,83.91,328.96,60–75
F,,67.3,Single-ply,83.91,40.82,74.84,318.63,60–75
F,,67.3,Single-ply,92.99,36.29,68.04,320.42,60–75
F,,75.0,Single-ply,176.9,90.72,106.59,494.1,60–75
F,,75.0,Single-ply,131.54,68.04,106.59,416.39,60–75
F,,75.0,Single-ply,129.27,61.23,111.13,419.04,60–75
F,,75.0,Single-ply,97.52,54.43,113.4,385.21,60–75
F,,75.0,Single-ply,102.06,49.9,102.06,367.27,60–75
F,,75.0,Single-ply,113.4,54.43,79.38,362.88,60–75
F,,75.0,Single-ply,97.52,36.29,97.52,350.36,60–75
F,,75.0,Single-ply,90.72,40.82,99.79,348.09,60–75
F,,75.0,Single-ply,97.52,43.09,88.45,343.03,60–75
F,,75.0,Single-ply,83.91,38.56,102.06,341.67,60–75
F,,75.0,Single-ply,65.77,43.09,102.06,329.36,60–75
F,,75.0,Single-ply,68.04,31.75,68.04,279.98,60–75
F,,75.0,Single-ply,52.16,31.75,79.38,275.3,60–75
F,,82.3,Single-ply,113.4,74.84,106.59,404.16,75–90
F,,82.3,Single-ply,120.2,43.09,113.4,383.34,75–90
F,,82.3,Single-ply,120.2,43.09,106.59,377.83,75–90
F,,82.3,Single-ply,111.13,65.77,86.18,362.7,75–90
F,,82.3,Single-ply,88.45,38.56,111.13,344.76,75–90
F,,82.3,Single-ply,83.91,36.29,99.79,321.23,75–90
F,,82.3,Single-ply,86.18,36.29,90.72,316.27,75–90
F,,82.3,Single-ply,70.31,38.56,90.72,303.46,75–90
F,,90.0,Single-ply,163.29,63.5,147.42,468.52,75–90
F,,90.0,Single-ply,124.74,68.04,120.2,404.47,75–90
F,,90.0,Single-ply,95.25,52.16,113.4,356.6,75–90
F,,100.0,Single-ply,199.58,129.27,154.22,541.11,90–105
F,,100.0,Single-ply,158.76,77.11,163.29,469.76,90–105
F,,100.0,Single-ply,127.01,77.11,122.47,410.03,90–105
F,,100.0,Single-ply,111.13,58.97,124.74,372.01,90–105
F,,100.0,Single-ply,99.79,54.43,113.4,354.28,90–105
F,,100.0,Single-ply,56.7,31.75,79.38,263.9,90–105
F,,117.7,Single-ply,147.42,81.65,154.22,442.6,105–120
F,,117.7,Single-ply,142.88,86.18,138.35,434.49,105–120
F,,117.7,Single-ply,133.81,68.04,147.42,408.45,105–120
F,,117.7,Single-ply,133.81,61.23,120.2,374.99,105–120
F,,117.7,Single-ply,108.86,61.23,120.2,362.66,105–120
F,,117.7,Single-ply,117.93,52.16,113.4,353.17,105–120
F,,117.7,Single-ply,113.4,43.09,124.74,356.67,105–120
F,,117.7,Single-ply,102.06,56.7,97.52,336.43,105–120
F,,51.9,Single-ply,92.99,34.02,79.38,361.5,<60
F,,56.0,Single-ply,111.13,49.9,127.01,442.78,<60
F,,56.0,Single-ply,97.52,36.29,95.25,373.44,<60
F,,60.1,Single-ply,115.67,52.16,122.47,434.53,60–75
F,,60.1,Single-ply,111.13,43.09,97.52,389.59,60–75
F,,60.1,Single-ply,99.79,38.56,97.52,372.9,60–75
F,,67.3,Single-ply,108.86,45.36,115.67,402.79,60–75
F,,67.3,Single-ply,58.97,24.95,74.84,276.71,60–75
F,,75.0,Single-ply,65.77,31.75,83.91,298.14,60–75
F,,82.3,Single-ply,79.38,54.43,86.18,326.45,75–90
F,,82.3,Single-ply,47.63,27.22,70.31,253.44,75–90
F,,90.0,Single-ply,95.25,45.36,104.33,337.14,75–90
F,,100.0,Single-ply,97.52,38.56,104.33,331.83,90–105
F,,100.0,Single-ply,90.72,36.29,92.99,312.6,90–105
F,,117.7,Single-ply,92.99,34.02,120.2,328.09,105–120
F,,117.7,Single-ply,90.72,52.16,95.25,310.18,105–120
F,,117.7,Single-ply,72.57,40.82,92.99,293.53,105–120
F,,117.7,Single-ply,63.5,34.02,83.91,265.59,105–120
F,,47.8,Single-ply,88.45,47.63,95.25,402.09,<60
F,,51.9,Single-ply,108.86,61.23,106.59,444.38,<60
F,,51.9,Single-ply,54.43,24.95,79.38,298.54,<60
F,,56.0,Single-ply,104.33,54.43,117.93,432.76,<60
F,,56.0,Single-ply,97.52,52.16,86.18,384.54,<60
F,,56.0,Single-ply,74.84,27.22,88.45,329.76,<60
F,,60.1,Single-ply,115.67,52.16,142.88,460.4,60–75
F,,60.1,Single-ply,65.77,38.56,83.91,319.72,60–75
F,,67.3,Single-ply,113.4,79.38,120.2,443.9,60–75
F,,67.3,Single-ply,74.84,40.82,83.91,318.63,60–75
F,,75.0,Single-ply,106.59,56.7,113.4,394.88,60–75
F,18-19,82.3,Single-ply,122.47,68.04,136.08,424.4,75–90
F,,82.3,Single-ply,113.4,61.23,111.13,386.8,75–90
F,,100.0,Single-ply,158.76,86.18,149.69,464.86,90–105
F,,100.0,Single-ply,124.74,70.31,113.4,394.06,90–105
F,,100.0,Single-ply,68.04,34.02,90.72,283.89,90–105
F,,44.2,Single-ply,65.77,29.48,70.31,326.03,<60
F,,47.8,Single-ply,86.18,49.9,99.79,405.07,<60
F,,47.8,Single-ply,52.16,20.41,58.97,274.95,<60
F,,56.0,Single-ply,102.06,54.43,113.4,430.4,<60
F,,56.0,Single-ply,106.59,47.63,111.13,417.34,<60
F,,56.0,Single-ply,104.33,54.43,104.33,413.87,<60
F,,56.0,Single-ply,92.99,56.7,97.52,394.87,<60
F,,56.0,Single-ply,102.06,38.56,106.59,394.63,<60
F,,56.0,Single-ply,86.18,40.82,92.99,361.78,<60
F,,56.0,Single-ply,83.91,31.75,83.91,338.26,<60
F,,60.1,Single-ply,106.59,61.23,115.67,427.91,60–75
F,,60.1,Single-ply,106.59,49.9,113.4,415.74,60–75
F,,60.1,Single-ply,92.99,61.23,102.06,398.4,60–75
F,,60.1,Single-ply,74.84,29.48,88.45,324.11,60–75
F,,60.1,Single-ply,77.11,29.48,79.38,315.13,60–75
F,,60.1,Single-ply,65.77,29.48,65.77,288.92,60–75
F,,67.3,Single-ply,113.4,49.9,111.13,407.05,60–75
F,,67.3,Single-ply,81.65,38.56,97.52,341.89,60–75
F,,67.3,Single-ply,83.91,40.82,83.91,335.01,60–75
F,,67.3,Single-ply,65.77,40.82,90.72,323.69,60–75
F,,67.3,Single-ply,79.38,24.95,83.91,309.77,60–75
F,,67.3,Single-ply,61.23,29.48,68.04,275.86,60–75
F,,67.3,Single-ply,54.43,27.22,65.77,266.27,60–75
F,,75.0,Single-ply,129.27,68.04,138.35,453.0,60–75
F,,75.0,Single-ply,151.95,54.43,129.27,448.73,60–75
F,,75.0,Single-ply,113.4,56.7,122.47,404.42,60–75
F,,75.0,Single-ply,113.4,54.43,120.2,408.48,60–75
F,,75.0,Single-ply,108.86,49.9,113.4,387.89,60–75
F,,75.0,Single-ply,61.23,34.02,102.06,307.1,60–75
F,,75.0,Single-ply,92.99,36.29,65.77,305.16,60–75
F,,82.3,Single-ply,117.93,65.77,120.2,411.69,75–90
F,,82.3,Single-ply,111.13,61.23,120.2,397.22,75–90
F,,82.3,Single-ply,102.06,45.36,104.33,355.45,75–90
F,,82.3,Single-ply,86.18,36.29,90.72,319.55,75–90
F,,82.3,Single-ply,81.65,43.09,81.65,310.95,75–90
F,,82.3,Single-ply,83.91,45.36,68.04,303.91,75–90
F,,82.3,Single-ply,58.97,29.48,90.72,285.24,75–90
F,,82.3,Single-ply,70.31,29.48,61.23,266.68,75–90
F,,90.0,Single-ply,158.76,61.23,156.49,471.57,75–90
F,,90.0,Single-ply,117.93,52.16,127.01,389.64,75–90
F,,100.0,Single-ply,133.81,47.63,133.81,390.27,90–105
F,,100.0,Single-ply,95.25,56.7,127.01,364.41,90–105
F,,100.0,Single-ply,102.06,54.43,102.06,343.89,90–105
F,,117.7,Single-ply,138.35,63.5,122.47,393.48,105–120
F,,117.7,Single-ply,104.33,83.91,120.2,371.33,105–120
F,,117.7,Single-ply,115.67,43.09,122.47,356.34,105–120
F,,117.7,Single-ply,88.45,47.63,104.33,314.83,105–120
F,18-19,117.7,Single-ply,65.77,47.63,104.33,294.63,105–120
F,,44.2,Single-ply,95.25,61.23,95.25,448.98,<60
F,,44.2,Single-ply,95.25,43.09,88.45,414.55,<60
F,,44.2,Single-ply,79.38,43.09,83.91,379.17,<60
F,,44.2,Single-ply,72.57,24.95,81.65,354.34,<60
F,,44.2,Single-ply,56.7,31.75,79.38,327.8,<60
F,,44.2,Single-ply,61.23,22.68,70.31,310.0,<60
F,,44.2,Single-ply,52.16,22.68,54.43,280.97,<60
F,,44.2,Single-ply,52.16,24.95,49.9,276.55,<60
F,,47.8,Single-ply,92.99,43.09,120.2,432.74,<60
F,,47.8,Single-ply,88.45,40.82,88.45,384.9,<60
F,,51.9,Single-ply,122.47,79.38,129.27,511.07,<60
F,,51.9,Single-ply,106.59,63.5,113.4,455.24,<60
F,,51.9,Single-ply,102.06,40.82,92.99,394.9,<60
F,,51.9,Single-ply,79.38,49.9,97.52,385.64,<60
F,,51.9,Single-ply,77.11,45.36,88.45,370.31,<60
F,,51.9,Single-ply,83.91,29.48,88.45,358.7,<60
F,,51.9,Single-ply,63.5,36.29,72.57,317.4,<60
F,,56.0,Single-ply,115.67,72.57,127.01,474.58,<60
F,,56.0,Single-ply,111.13,54.43,108.86,426.19,<60
F,,56.0,Single-ply,102.06,52.16,111.13,421.15,<60
F,,56.0,Single-ply,104.33,49.9,95.25,400.16,<60
F,,56.0,Single-ply,95.25,54.43,92.99,388.58,<60
F,,56.0,Single-ply,86.18,36.29,102.06,373.3,<60
F,,56.0,Single-ply,74.84,40.82,77.11,335.76,<60
F,,60.1,Single-ply,145.15,70.31,136.08,502.25,60–75
F,,60.1,Single-ply,108.86,63.5,129.27,455.14,60–75
F,,60.1,Single-ply,97.52,47.63,106.59,393.4,60–75
F,,60.1,Single-ply,81.65,38.56,72.57,326.33,60–75
F,,67.3,Single-ply,154.22,77.11,142.88,504.77,60–75
F,18-19,67.3,Single-ply,129.27,83.91,140.61,490.34,60–75
F,,67.3,Single-ply,131.54,72.57,145.15,477.97,60–75
F,,67.3,Single-ply,120.2,65.77,127.01,457.26,60–75
F,,67.3,Single-ply,115.67,65.77,117.93,439.71,60–75
F,,67.3,Single-ply,127.01,56.7,106.59,419.1,60–75
F,,67.3,Single-ply,115.67,47.63,122.47,421.96,60–75
F,,67.3,Single-ply,97.52,68.04,115.67,405.44,60–75
F,,67.3,Single-ply,113.4,49.9,111.13,398.3,60–75
F,,67.3,Single-ply,106.59,45.36,104.33,389.45,60–75
F,,67.3,Single-ply,95.25,52.16,108.86,385.2,60–75
F,,67.3,Single-ply,102.06,49.9,102.06,381.71,60–75
F,,67.3,Single-ply,90.72,54.43,88.45,365.17,60–75
F,,67.3,Single-ply,65.77,38.56,92.99,318.4,60–75
F,,67.3,Single-ply,68.04,29.48,77.11,300.64,60–75
F,,75.0,Single-ply,176.9,95.25,165.56,556.59,60–75
F,,75.0,Single-ply,174.63,61.23,147.42,501.17,60–75
F,,75.0,Single-ply,131.54,56.7,117.93,424.17,60–75
F,,75.0,Single-ply,122.47,52.16,122.47,416.69,60–75
F,,75.0,Single-ply,108.86,58.97,117.93,397.36,60–75
F,,75.0,Single-ply,127.01,56.7,99.79,393.45,60–75
F,,75.0,Single-ply,113.4,54.43,108.86,393.88,60–75
F,,75.0,Single-ply,90.72,56.7,120.2,382.19,60–75
F,,75.0,Single-ply,111.13,40.82,113.4,376.95,60–75
F,,75.0,Single-ply,95.25,45.36,104.33,360.96,60–75
F,,75.0,Single-ply,88.45,52.16,102.06,360.57,60–75
F,,75.0,Single-ply,97.52,40.82,99.79,349.14,60–75
F,,75.0,Single-ply,79.38,40.82,86.18,319.79,60–75
F,,82.3,Single-ply,127.01,68.04,124.74,426.86,75–90
F,,82.3,Single-ply,127.01,63.5,115.67,408.7,75–90
F,,82.3,Single-ply,77.11,47.63,99.79,333.5,75–90
F,,82.3,Single-ply,74.84,43.09,99.79,320.83,75–90
F,,90.0,Single-ply,158.76,99.79,151.95,491.18,75–90
F,,90.0,Single-ply,145.15,79.38,154.22,465.35,75–90
F,,90.0,Single-ply,115.67,58.97,113.4,377.44,75–90
F,,100.0,Single-ply,142.88,99.79,158.76,472.7,90–105
F,,100.0,Single-ply,136.08,54.43,115.67,386.02,90–105
F,,100.0,Single-ply,120.2,63.5,120.2,382.22,90–105
F,,100.0,Single-ply,111.13,47.63,113.4,352.8,90–105
F,,100.0,Single-ply,95.25,47.63,90.72,320.97,90–105
F,,100.0,Single-ply,74.84,47.63,88.45,300.28,90–105
F,,117.7,Single-ply,161.03,68.04,131.54,421.89,105–120
F,,117.7,Single-ply,124.74,97.52,127.01,414.85,105–120
F,,117.7,Single-ply,115.67,52.16,106.59,347.75,105–120
F,,117.7,Single-ply,108.86,58.97,95.25,338.73,105–120
F,,47.8,Single-ply,88.45,40.82,99.79,396.57,<60
F,,47.8,Single-ply,86.18,36.29,97.52,384.82,<60
F,,47.8,Single-ply,61.23,34.02,68.04,311.36,<60
F,,51.9,Single-ply,138.35,70.31,117.93,509.47,<60
F,,51.9,Single-ply,106.59,58.97,111.13,444.74,<60
F,,51.9,Single-ply,74.84,34.02,97.52,356.51,<60
F,,51.9,Single-ply,68.04,31.75,90.72,337.32,<60
F,,56.0,Single-ply,113.4,63.5,102.06,432.08,<60
F,,56.0,Single-ply,83.91,40.82,90.72,361.22,<60
F,,56.0,Single-ply,83.91,38.56,90.72,357.21,<60
F,,60.1,Single-ply,127.01,65.77,129.27,474.57,60–75
F,,60.1,Single-ply,111.13,68.04,138.35,464.82,60–75
F,,60.1,Single-ply,111.13,61.23,102.06,419.98,60–75
F,,60.1,Single-ply,86.18,43.09,90.72,353.53,60–75
F,,60.1,Single-ply,72.57,43.09,97.52,351.52,60–75
F,,60.1,Single-ply,68.04,49.9,83.91,339.05,60–75
F,,67.3,Single-ply,122.47,61.23,117.93,438.14,60–75
F,,67.3,Single-ply,95.25,40.82,120.2,383.92,60–75
F,,67.3,Single-ply,86.18,29.48,90.72,333.74,60–75
F,,67.3,Single-ply,61.23,38.56,92.99,313.14,60–75
F,,75.0,Single-ply,99.79,61.23,131.54,413.24,60–75
F,,75.0,Single-ply,108.86,68.04,113.4,400.3,60–75
F,,75.0,Single-ply,113.4,52.16,111.13,395.57,60–75
F,,75.0,Single-ply,117.93,49.9,99.79,384.64,60–75
F,,75.0,Single-ply,102.06,38.56,106.59,364.95,60–75
F,,75.0,Single-ply,58.97,47.63,74.84,290.74,60–75
F,,82.3,Single-ply,158.76,90.72,136.08,482.81,75–90
F,,82.3,Single-ply,117.93,61.23,124.74,404.18,75–90
F,,82.3,Single-ply,106.59,65.77,124.74,397.28,75–90
F,,82.3,Single-ply,99.79,49.9,108.86,361.64,75–90
F,,90.0,Single-ply,122.47,45.36,113.4,376.18,75–90
F,,90.0,Single-ply,88.45,47.63,113.4,345.45,75–90
F,,90.0,Single-ply,102.06,43.09,102.06,345.78,75–90
F,,100.0,Single-ply,163.29,95.25,154.22,479.19,90–105
F,,100.0,Single-ply,142.88,70.31,124.74,416.66,90–105
F,,100.0,Single-ply,124.74,83.91,117.93,409.55,90–105
F,,117.7,Single-ply,113.4,81.65,136.08,392.78,105–120
F,,117.7,Single-ply,127.01,61.23,142.88,386.79,105–120
F,,117.7,Single-ply,104.33,49.9,115.67,342.87,105–120
F,,44.2,Single-ply,106.59,47.63,90.72,441.53,<60
F,16-17,47.8,Single-ply,70.31,52.16,102.06,392.3,<60
F,,47.8,Single-ply,54.43,40.82,74.84,327.82,<60
F,,47.8,Single-ply,49.9,29.48,65.77,291.29,<60
F,13-15,51.9,Single-ply,77.11,43.09,90.72,363.32,<60
F,,51.9,Single-ply,90.72,34.02,70.31,350.89,<60
F,,51.9,Single-ply,70.31,29.48,81.65,326.09,<60
F,,51.9,Single-ply,43.09,24.95,43.09,238.3,<60
F,,56.0,Single-ply,90.72,36.29,99.79,377.37,<60
F,,56.0,Single-ply,49.9,47.63,86.18,326.65,<60
F,,56.0,Single-ply,77.11,27.22,68.04,310.33,<60
F,,56.0,Single-ply,65.77,27.22,77.11,308.89,<60
F,,56.0,Single-ply,56.7,27.22,68.04,282.42,<60
F,,60.1,Single-ply,140.61,92.99,102.06,492.55,60–75
F,,60.1,Single-ply,124.74,65.77,122.47,458.84,60–75
F,,60.1,Single-ply,120.2,56.7,120.2,444.52,60–75
F,,60.1,Single-ply,99.79,43.09,97.52,379.13,60–75
F,,60.1,Single-ply,88.45,40.82,102.06,366.8,60–75
F,,60.1,Single-ply,77.11,36.29,106.59,356.02,60–75
F,,60.1,Single-ply,61.23,31.75,83.91,305.83,60–75
F,,60.1,Single-ply,56.7,29.48,83.91,298.99,60–75
F,,67.3,Single-ply,113.4,54.43,113.4,418.26,60–75
F,,67.3,Single-ply,111.13,54.43,113.4,408.86,60–75
F,,67.3,Single-ply,104.33,38.56,113.4,381.33,60–75
F,,67.3,Single-ply,86.18,43.09,92.99,347.21,60–75
F,,67.3,Single-ply,86.18,43.09,81.65,334.4,60–75
F,,67.3,Single-ply,83.91,36.29,88.45,331.37,60–75
F,,67.3,Single-ply,68.04,36.29,79.38,307.6,60–75
F,,75.0,Single-ply,138.35,83.91,133.81,467.93,60–75
F,,75.0,Single-ply,129.27,81.65,122.47,445.84,60–75
F,,75.0,Single-ply,138.35,83.91,108.86,444.32,60–75
F,,75.0,Single-ply,127.01,61.23,140.61,443.71,60–75
F,,75.0,Single-ply,113.4,58.97,124.74,414.69,60–75
F,,75.0,Single-ply,97.52,52.16,111.13,379.03,60–75
